epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,609.125,0,63.1081,0,0,0,0,0,0,107.542,0,3.07597e-05,3.07597e-05,3.07597e-05
2,1214.48,0,59.4993,0,0,0,0,0,0,99.6413,0,5.97216e-05,5.97216e-05,5.97216e-05
